Distance_(pixels),Gray_Value,
1147,28.312,0.14203582
1148,29.451,0.147749962
1149,29.763,0.149315206
1150,30.817,0.15460292
1151,31.161,0.156328701
1152,32.268,0.161882306
1153,34.004,0.170591481
1154,35.183,0.176506296
1155,37.076,0.18600311
1156,38.589,0.193593538
1157,40.763,0.204500075
1158,43.938,0.220428435
1159,45.411,0.227818191
1160,47.411,0.237851804
1161,49.683,0.249249987
1162,51.875,0.260246827
1163,53.246,0.267124868
1164,54.897,0.275407616
1165,55.688,0.279375909
1166,56.241,0.282150203
1167,56.902,0.285466312
1168,56.509,0.283494707
1169,55.714,0.279506346
1170,54.955,0.27569859
1171,53.567,0.268735263
1172,52.228,0.262017759
1173,49.964,0.25065971
1174,47.732,0.239462198
1175,45.446,0.227993779
1176,43.754,0.219505343
1177,41.304,0.207214167
1178,39.54,0.198364521
1179,37.589,0.188576732
1180,36.031,0.180760548
1181,34.527,0.173215271
1182,33.357,0.167345608
1183,32.112,0.161099684
1184,30.661,0.153820298
1185,30,0.150504189
1186,29.536,0.148176391
1187,28.571,0.143335173
1188,27.893,0.139933778
1189,27.835,0.139642803
1190,26.58,0.133346711
1191,26.205,0.131465409
1192,25.951,0.13019114
1193,25.478,0.127818191
1194,25.161,0.126227863
1195,24.982,0.125329855
1196,24.103,0.120920082
1197,23.848,0.119640797
1198,23.705,0.118923393
1199,23.482,0.117804646
1200,23.152,0.116149099
1201,23.129,0.116033713
1202,23.107,0.115923343
1203,22.768,0.114222646
1204,23.009,0.115431696
1205,22.866,0.114714293
1206,22.424,0.112496864
1207,22.853,0.114649074
1208,22.281,0.111779461
1209,21.946,0.110098831
1210,21.786,0.109296142
1211,21.554,0.108132243
1212,21.446,0.107590428
1213,21.67,0.108714193
1214,21.388,0.107299453
1215,21.589,0.108307831
1216,21.004,0.105373
1217,21.5,0.107861335
1218,21.08,0.105754277
1219,21.165,0.106180705
1220,21.259,0.106652285
1221,21.21,0.106406462
1222,21.455,0.107635579
1223,21.089,0.105799428
1224,20.808,0.104389706
1225,21.219,0.106451613
1226,21.138,0.106045252
1227,21.143,0.106070336
1228,21.589,0.108307831
1229,21.094,0.105824512
1230,21.188,0.106296092
1231,21.83,0.109516882
1232,21.96,0.110169066
1233,21.576,0.108242613
1234,22.143,0.111087142
1235,22.223,0.111488486
1236,22.562,0.113189184
1237,22.674,0.113751066
1238,23.491,0.117849797
1239,23.147,0.116124015
1240,23.129,0.116033713
1241,23.598,0.118386595
1242,23.384,0.117312999
1243,23.603,0.118411679
1244,23.79,0.119349822
1245,24.312,0.121968595
1246,24.201,0.121411729
1247,24.397,0.122395023
1248,24.491,0.122866603
1249,24.348,0.1221492
1250,24.46,0.122711082
1251,24.79,0.124366628
1252,25.201,0.126428536
1253,24.996,0.12540009
1254,25.286,0.126854964
1255,25.183,0.126338233
1256,26.183,0.131355039
1257,25.554,0.128199468
1258,26.071,0.130793157
1259,26.121,0.131043997
1260,26.312,0.132002207
1261,26.134,0.131109216
1262,26.491,0.132900216
1263,26.96,0.135253098
1264,26.888,0.134891888
1265,27.388,0.137400291
1266,27.335,0.1371344
1267,27.571,0.138318367
1268,27.536,0.138142778
1269,28.183,0.141388652
1270,28.554,0.143249887
1271,28.674,0.143851904
1272,29.5,0.147995786
1273,29.585,0.148422214
1274,29.799,0.149495811
1275,30.357,0.152295189
1276,31.058,0.15581197
1277,31.643,0.158746802
1278,31.853,0.159800331
1279,32.42,0.16264486
1280,33.379,0.167455978
1281,33.83,0.169718557
1282,35.125,0.176215321
1283,35.496,0.178076556
1284,36.237,0.18179401
1285,37.192,0.18658506
1286,38.107,0.191175438
1287,38.866,0.194983194
1288,39.844,0.19988963
1289,40.674,0.204053579
1290,41.768,0.209541966
1291,42.701,0.214222646
1292,43.33,0.217378217
1293,43.96,0.220538805
1294,44.562,0.223558922
1295,45.545,0.228490443
1296,45.696,0.229247981
1297,46.022,0.23088346
1298,46.183,0.231691165
1299,46.585,0.233707922
1300,46.304,0.232298199
1301,46.121,0.231380123
1302,45.723,0.229383435
1303,45.625,0.228891787
1304,44.536,0.223428485
1305,43.723,0.219349822
1306,42.504,0.213234335
1307,41.692,0.209160688
1308,40.482,0.203090353
1309,39.433,0.197827723
1310,38.134,0.191310891
1311,37.237,0.186810816
1312,36.491,0.183068279
1313,35.884,0.180023077
1314,34.254,0.171845683
1315,33.174,0.166427532
1316,32.353,0.162308734
1317,31.683,0.158947474
1318,30.826,0.154648071
1319,29.621,0.148602819
1320,29.29,0.146942257
1321,28.125,0.141097677
1322,27.786,0.13939698
1323,27.107,0.135990568
1324,26.589,0.133391863
1325,26.183,0.131355039
1326,26.107,0.130973762
1327,24.799,0.124411779
1328,24.821,0.124522149
1329,24.201,0.121411729
1330,23.768,0.119239452
1331,23.5,0.117894948
1332,23.179,0.116284553
1333,22.732,0.114042041
1334,22.344,0.11209552
1335,22.393,0.112341344
1336,22.179,0.111267747
1337,21.696,0.10884463
1338,21.317,0.10694326
1339,21.67,0.108714193
1340,21.357,0.107143932
1341,21.576,0.108242613
1342,21.576,0.108242613
1343,20.781,0.104254252
1344,20.781,0.104254252
1345,20.554,0.103115437
1346,21.094,0.105824512
1347,20.777,0.104234185
1348,19.996,0.100316059
1349,20.478,0.102734159
1350,20.621,0.103451563
1351,20.335,0.102016756
1352,19.83,0.099483269
1353,19.893,0.099799328
1354,19.978,0.100225756
1355,20.018,0.100426429
1356,20.295,0.101816084
1357,19.482,0.09773742
1358,20.094,0.100807706
1359,20.179,0.101234134
1360,20.036,0.100516731
1361,20.496,0.102824462
1362,20.201,0.101344504
1363,20.054,0.100607034
1364,19.683,0.098745798
1365,20.308,0.101881302
1366,20.317,0.101926454
1367,20.228,0.101479958
1368,19.92,0.099934782
1369,20.375,0.102217428
1370,20.156,0.101118748
1371,20.799,0.104344554
1372,20.674,0.103717453
1373,20.21,0.101389655
1374,20.049,0.10058195
1375,20.397,0.102327798
1376,20.237,0.101525109
1377,20.21,0.101389655
1378,20.335,0.102016756
1379,20.402,0.102352882
1380,20.335,0.102016756
1381,20.121,0.10094316
1382,20.013,0.100401345
1383,20.446,0.102573622
1384,19.862,0.099643807
1385,20.268,0.10168063
1386,19.692,0.09879095
1387,20.134,0.101008378
1388,19.933,0.1
1389,19.839,0.09952842
1390,19.509,0.097872874
1391,19.897,0.099819395
1392,19.888,0.099774244
1393,19.714,0.098901319
1394,19.79,0.099282597
1395,19.598,0.09831937
1396,19.777,0.099217378
1397,19.518,0.097918025
1398,20.232,0.101500025
1399,19.942,0.100045151
1400,20.388,0.102282647
1401,20.594,0.103316109
1402,19.991,0.100290975
1403,20.741,0.104053579
1404,20.781,0.104254252
1405,21,0.105352932
1406,21.107,0.105889731
1407,21.223,0.10647168
1408,21.567,0.108197461
1409,22.344,0.11209552
1410,22.205,0.111398184
1411,22.665,0.113705915
1412,22.652,0.113640696
1413,23.549,0.118140772
1414,23.357,0.117177545
1415,23.259,0.116685898
1416,23.888,0.119841469
1417,24.759,0.124211107
1418,24.683,0.12382983
1419,25.402,0.127436914
1420,26.174,0.131309888
1421,25.723,0.129047308
1422,26.134,0.131109216
1423,26.603,0.133462098
1424,26.866,0.134781518
1425,27.112,0.136015652
1426,27.688,0.138905333
1427,28.388,0.142417097
1428,28.545,0.143204736
1429,28.772,0.144343551
1430,29.049,0.145733206
1431,29.634,0.148668038
1432,30.071,0.150860382
1433,30.451,0.152766769
1434,30.933,0.155184869
1435,31.438,0.157718356
1436,31.638,0.158721718
1437,32.688,0.163989364
1438,32.656,0.163828827
1439,33.036,0.165735213
1440,32.821,0.1646566
1441,33.402,0.167571364
1442,33.621,0.168670045
1443,34.067,0.17090754
1444,33.781,0.169472734
1445,33.741,0.169272061
1446,33.781,0.169472734
1447,33.982,0.170481112
1448,33.821,0.169673406
1449,33.607,0.168599809
1450,33.179,0.166452616
1451,33.312,0.167119852
1452,32.647,0.163783675
1453,32.768,0.164390709
1454,32.223,0.161656549
1455,31.848,0.159775247
1456,31.737,0.159218382
1457,31.121,0.156128029
1458,30.692,0.153975819
1459,30.045,0.150729945
1460,29.607,0.148532584
1461,29.192,0.14645061
1462,28.804,0.144504089
1463,28.103,0.140987307
1464,27.464,0.137781568
1465,27.272,0.136818341
1466,26.388,0.132383485
1467,26.446,0.132674459
1468,25.589,0.128375056
1469,25.612,0.128490443
1470,25.138,0.126112477
1471,24.446,0.122640847
1472,24.246,0.121637486
1473,24.183,0.121321427
1474,23.487,0.11782973
1475,23.272,0.116751116
1476,22.973,0.115251091
1477,22.656,0.113660764
1478,22.839,0.114578839
1479,22.121,0.110976772
1480,21.808,0.109406512
1481,22.009,0.11041489
1482,21.21,0.106406462
1483,20.951,0.105107109
1484,20.469,0.102689008
1485,20.433,0.102508403
1486,20.438,0.102533487
1487,20.263,0.101655546
1488,20.348,0.102081975
1489,20.138,0.101028445
1490,19.411,0.097381227
1491,19.719,0.098926403
1492,19.045,0.095545076
1493,19.009,0.095364471
1494,18.848,0.094556765
1495,18.696,0.093794211
1496,18.714,0.093884513
1497,18.254,0.091576782
1498,18.054,0.090573421
1499,17.911,0.089856018
1500,17.5,0.08779411
1501,17.964,0.090121908
1502,17.058,0.085576682
1503,17.723,0.088912858
1504,17.567,0.088130236
1505,17.156,0.086068329
1506,17.357,0.087076707
1507,17.094,0.085757287
1508,16.643,0.083494707
1509,16.607,0.083314102
1510,16.772,0.084141875
1511,16.473,0.08264185
1512,16.165,0.081096674
1513,16.165,0.081096674
1514,16.17,0.081121758
1515,16.125,0.080896002
1516,16.348,0.082014749
1517,16.031,0.080424422
1518,16.232,0.0814328
1519,16.272,0.081633472
1520,15.862,0.079576582
1521,16.335,0.081949531
1522,15.286,0.076686901
1523,16.067,0.080605027
1524,15.589,0.078206993
1525,15.969,0.08011338
1526,16.004,0.080288968
1527,16.379,0.08217027
1528,16.679,0.083675312
1529,16.692,0.083740531
1530,16.192,0.081232128
1531,16.496,0.082757237
1532,16.518,0.082867606
1533,16.116,0.08085085
1534,16.487,0.082712085
1535,16.237,0.081457884
1536,16.634,0.083449556
1537,16.5,0.082777304
1538,16.96,0.085085035
1539,17.125,0.085912808
1540,16.969,0.085130186
1541,16.969,0.085130186
1542,17.071,0.0856419
1543,16.991,0.085240556
1544,17.103,0.085802438
1545,16.991,0.085240556
1546,17.366,0.087121858
1547,17.554,0.088065018
1548,17.821,0.089404505
1549,17.741,0.089003161
1550,17.692,0.088757337
1551,17.339,0.086986404
1552,17.607,0.088330909
1553,17.625,0.088421211
1554,17.603,0.088310841
1555,17.473,0.087658656
1556,18.549,0.09305674
1557,17.866,0.089630261
1558,18.219,0.091401194
1559,17.973,0.09016706
1560,18.335,0.091983144
1561,18.857,0.094601916
1562,18.326,0.091937992
1563,18.089,0.090749009
1564,18.317,0.091892841
1565,18.067,0.090638639
1566,18.237,0.091491497
1567,18.125,0.090929614
1568,18.094,0.090774093
1569,18.232,0.091466412
1570,18.612,0.093372799
1571,18.33,0.091958059
1572,18.326,0.091937992
1573,18.656,0.093593538
1574,18.973,0.095183866
1575,19.143,0.096036723
1576,18.996,0.095299252
1577,18.656,0.093593538
1578,19.188,0.096262479
1579,18.888,0.094757437
1580,19.112,0.095881202
1581,18.665,0.09363869
1582,19.089,0.095765815
1583,18.848,0.094556765
1584,18.946,0.095048412
1585,19.353,0.097090252
1586,19.58,0.098229067
1587,19.464,0.097647118
1588,19.857,0.099618723
1589,19.612,0.098389605
1590,20.201,0.101344504
1591,19.737,0.099016706
1592,19.656,0.098610345
1593,19.906,0.099864546
1594,19.893,0.099799328
1595,20.192,0.101299353
1596,20.196,0.10131942
1597,20.946,0.105082025
1598,20.759,0.104143882
1599,20.915,0.104926504
1600,21.018,0.105443235
1601,21.344,0.107078714
1602,21.022,0.105463302
1603,21.308,0.106898109
1604,21.594,0.108332915
1605,21.933,0.110033613
1606,21.879,0.109762705
1607,21.911,0.109923243
1608,22.496,0.112858075
1609,22.022,0.110480108
1610,22.491,0.112832991
1611,22.406,0.112406562
1612,23.272,0.116751116
1613,22.625,0.113505243
1614,23.196,0.116369839
1615,23.067,0.115722671
1616,23.201,0.116394923
1617,23.821,0.119505343
1618,24.076,0.120784629
1619,23.906,0.119931771
1620,24.152,0.121165906
1621,23.996,0.120383284
1622,24.161,0.121211057
1623,25.036,0.125600763
1624,24.746,0.124145889
1625,25.33,0.127075704
1626,25.112,0.12598204
1627,25.246,0.126654292
1628,25.527,0.128064014
1629,26.246,0.131671098
1630,26.348,0.132182812
1631,26.487,0.132880148
1632,26.647,0.133682838
1633,27.179,0.136351778
1634,27.397,0.137445442
1635,27.808,0.13950735
1636,27.83,0.139617719
1637,27.929,0.140114383
1638,28.29,0.14192545
1639,28.808,0.144524156
1640,28.647,0.14371645
1641,28.875,0.144860282
1642,29.531,0.148151307
1643,29.451,0.147749962
1644,30.165,0.151331962
1645,30.339,0.152204886
1646,30.875,0.154893895
1647,31.049,0.155766819
1648,31.259,0.156820348
1649,32.103,0.161054533
1650,32.312,0.162103045
1651,33.089,0.166001104
1652,33.156,0.16633723
1653,33.344,0.167280389
1654,34.353,0.172342347
1655,34.455,0.172854061
1656,35.411,0.177650128
1657,35.478,0.177986254
1658,35.987,0.180539808
1659,36.607,0.183650228
1660,37.379,0.187523203
1661,37.723,0.189248984
1662,38.509,0.193192194
1663,39.138,0.196347765
1664,39.424,0.197782572
1665,40.554,0.203451563
1666,41.143,0.206406462
1667,41.536,0.208378067
1668,42.522,0.213324638
1669,42.665,0.214042041
1670,43.429,0.217874881
1671,44.567,0.223584006
1672,45.268,0.227100788
1673,46.076,0.231154367
1674,47.004,0.235809963
1675,48.228,0.241950534
1676,49.08,0.246224853
1677,50.464,0.253168113
1678,51.219,0.256955802
1679,52.388,0.262820449
1680,53.598,0.268890784
1681,54.379,0.27280891
1682,56.076,0.28132243
1683,56.817,0.285039884
1684,58.554,0.293754076
1685,60.147,0.301745849
1686,61.446,0.30826268
1687,62.647,0.314287864
1688,64.558,0.323874981
1689,66.531,0.33377314
1690,68.205,0.342171274
1691,70.5,0.353684844
1692,72.406,0.363246877
1693,74.384,0.37317012
1694,76.616,0.384367632
1695,79.393,0.398299303
1696,82.201,0.412386495
1697,84.951,0.426182712
1698,88.549,0.444233181
1699,91.652,0.459800331
1700,95.509,0.479150153
1701,99.482,0.499081924
1702,104.004,0.521767923
1703,108.424,0.543942206
1704,113.661,0.570215221
1705,119.188,0.597943109
1706,125.536,0.629789796
1707,131.232,0.658365525
1708,138.728,0.695971505
1709,145.103,0.727953645
1710,152.438,0.764751919
1711,159.933,0.802352882
1712,166.527,0.835433703
1713,173.571,0.870772086
1714,179.295,0.899488286
1715,184.92,0.927707821
1716,189.893,0.952656399
1717,193.5,0.970752019
1718,196.42,0.985401094
1719,197.772,0.992183816
1720,199.33,1
1721,198.464,0.995655446
1722,196.741,0.987011488
1723,194.518,0.975859128
1724,190.665,0.956529373
1725,186.397,0.935117644
1726,180.848,0.907279386
1727,174.705,0.876461145
1728,168.826,0.846967341
1729,162.473,0.81509557
1730,155.679,0.781011388
1731,149.46,0.74981187
1732,143.616,0.720493654
1733,137.781,0.691220589
1734,132.402,0.664235188
1735,127.772,0.641007375
1736,122.96,0.616866503
1737,118.424,0.594110269
1738,114.67,0.575277179
1739,111.594,0.559845482
1740,108.366,0.543651232
1741,105.366,0.528600813
1742,102.848,0.515968494
1743,100.469,0.504033512
1744,98.268,0.492991522
1745,96.504,0.484141875
1746,94.835,0.475768826
1747,93.201,0.467571364
1748,91.924,0.461164902
1749,90.839,0.455721668
1750,89.893,0.450975769
1751,88.888,0.445933878
1752,88.473,0.443851904
1753,87.754,0.44024482
1754,87.424,0.438589274
1755,86.821,0.43556414
1756,86.219,0.432544022
1757,85.719,0.430035619
1758,85.335,0.428109166
1759,85.21,0.427482065
1760,84.598,0.424411779
1761,83.862,0.42071941
1762,83.326,0.418030402
1763,82.844,0.415612301
1764,81.915,0.410951688
1765,81.549,0.409115537
1766,80.603,0.404369638
1767,79.839,0.400536798
1768,78.79,0.395274168
1769,78.138,0.392003211
1770,77.848,0.390548337
1771,76.603,0.384302413
1772,76.362,0.383093363
1773,75.79,0.38022375
1774,75.996,0.381257212
1775,75.353,0.378031405
1776,75.21,0.377314002
1777,74.531,0.37390759
1778,74.424,0.373370792
1779,74.442,0.373461095
1780,74.754,0.375026338
1781,74.491,0.373706918
1782,74.228,0.372387498
1783,74.647,0.37448954
1784,74.205,0.372272112
1785,74.152,0.372006221
1786,74.045,0.371469423
1787,73.906,0.370772086
1788,74.076,0.371624944
1789,74.134,0.371915918
1790,74.393,0.373215271
1791,73.888,0.370681784
1792,73.696,0.369718557
1793,73.647,0.369472734
1794,73.299,0.367726885
1795,73.085,0.366653289
1796,73.188,0.36717002
1797,72.183,0.362128129
1798,72.299,0.362710079
1799,71.603,0.359218382
1800,71.049,0.356439071
1801,70.808,0.355230021
1802,70.147,0.351913912
1803,69.911,0.350729945
1804,68.634,0.344323484
1805,68.321,0.342753223
1806,67.411,0.33818793
1807,66.848,0.335363468
1808,65.522,0.328711182
1809,64.741,0.324793057
1810,63.692,0.319530427
1811,62.692,0.314513621
1812,61.786,0.309968394
1813,61.089,0.30647168
1814,59.879,0.300401345
1815,59.268,0.297336076
1816,58.058,0.29126574
1817,57.179,0.286855967
1818,55.929,0.28058496
1819,55.045,0.276150103
1820,54.058,0.271198515
1821,53.629,0.269046305
1822,52.629,0.264029499
1823,51.777,0.25975518
1824,50.83,0.255004264
1825,50.214,0.251913912
1826,49.652,0.249094466
1827,48.393,0.242778307
1828,47.938,0.24049566
1829,46.848,0.235027342
1830,46.295,0.232253048
1831,45.808,0.229809863
1832,45.009,0.225801435
1833,44.254,0.222013746
1834,43.933,0.220403351
1835,43.353,0.217493604
1836,42.893,0.215185873
1837,42.237,0.211894848
1838,41.808,0.209742638
1839,41.737,0.209386445
1840,40.955,0.205463302
1841,40.42,0.202779311
1842,40.054,0.20094316
1843,40,0.200672252
1844,39.571,0.198520042
1845,39.902,0.200180605
1846,38.696,0.194130337
1847,38.295,0.192118597
1848,37.567,0.188466362
1849,37.348,0.187367682
1850,37.438,0.187819194
1851,36.902,0.185130186
1852,36.862,0.184929514
1853,36.705,0.184141875
1854,36.138,0.181297346
1855,35.897,0.180088296
1856,35.808,0.1796418
1857,35.92,0.180203682
1858,34.946,0.175317313
1859,35.062,0.175899263
1860,34.33,0.17222696
1861,34.062,0.170882456
1862,33.79,0.169517885
1863,33.839,0.169763708
1864,33.701,0.169071389
1865,32.955,0.165328852
1866,33.29,0.167009482
1867,32.839,0.164746902
1868,32.772,0.164410776
1869,32.464,0.1628656
1870,32.362,0.162353886
1871,32.29,0.161992675
1872,31.996,0.160517734
1873,32,0.160537802
1874,31.696,0.159012693
1875,31.554,0.158300306
1876,31.585,0.158455827
1877,31.08,0.15592234
1878,30.746,0.154246727
1879,30.96,0.155320323
1880,31.054,0.155791903
1881,30.558,0.153303567
1882,30.304,0.152029298
1883,30.5,0.153012592
1884,30.5,0.153012592
1885,30.196,0.151487483
1886,29.978,0.150393819
1887,30.25,0.151758391
1888,29.496,0.147975719
1889,29.741,0.149204836
1890,29.58,0.14839713
1891,29.79,0.14945066
1892,29.107,0.146024181
1893,29.531,0.148151307
1894,29.665,0.148823559
1895,29.165,0.146315156
1896,29.085,0.145913811
1897,29.33,0.147142929
1898,29.393,0.147458988
1899,29.116,0.146069332
1900,29.188,0.146430542
1901,28.924,0.145106105
1902,29,0.145487383
1903,29.004,0.14550745
1904,28.92,0.145086038
1905,29,0.145487383
1906,29.121,0.146094416
1907,29.308,0.147032559
1908,28.674,0.143851904
1909,29.076,0.14586866
1910,28.92,0.145086038
1911,28.763,0.1442984
1912,28.929,0.145131189
1913,28.799,0.144479005
1914,28.705,0.144007425
1915,29.085,0.145913811
1916,29.205,0.146515828
1917,28.589,0.143425475
1918,29.558,0.148286761
1919,29.326,0.147122862
1920,28.906,0.145015803
1921,28.817,0.144569307
1922,28.884,0.144905433
1923,29.268,0.146831887
1924,29.103,0.146004114
1925,29.603,0.148512517
1926,29.549,0.148241609
1927,29.362,0.147303467
1928,29.674,0.14886871
1929,29.621,0.148602819
1930,30.04,0.150704861
1931,30.353,0.152275122
1932,30.085,0.150930618
1933,29.737,0.149184769
1934,30.344,0.15222997
1935,30.482,0.15292229
1936,30.362,0.152320273
1937,30.54,0.153213264
1938,30.438,0.15270155
1939,30.826,0.154648071
1940,30.536,0.153193197
1941,30.621,0.153619626
1942,31.045,0.155746752
1943,30.58,0.153413937
1944,31.156,0.156303617
1945,31.179,0.156419004
1946,31.049,0.155766819
1947,31.228,0.156664827
1948,31.21,0.156574525
1949,31.205,0.156549441
1950,31.504,0.158049466
1951,30.795,0.15449255
1952,31.362,0.157337079
1953,30.982,0.155430693
1954,31.08,0.15592234
1955,31.562,0.15834044
1956,31.375,0.157402298
1957,31.25,0.156775197
1958,30.612,0.153574474
1959,31.089,0.155967491
1960,31.125,0.156148096
1961,31.339,0.157221693
1962,31.094,0.155992575
1963,30.875,0.154893895
1964,30.558,0.153303567
1965,30.763,0.154332012
1966,30.58,0.153413937
1967,30.482,0.15292229
1968,30.96,0.155320323
1969,30.531,0.153168113
1970,30.884,0.154939046
1971,30.326,0.152139668
1972,30.442,0.152721617
1973,30.348,0.152250038
1974,30.585,0.153439021
1975,30.223,0.151622937
1976,30.554,0.1532835
1977,30.29,0.151959063
1978,30.911,0.1550745
1979,30.504,0.153032659
1980,30.826,0.154648071
1981,31.022,0.155631365
1982,30.723,0.15413134
1983,31.371,0.15738223
1984,31.246,0.15675513
1985,31.522,0.158139768
1986,31.147,0.156258466
1987,31.571,0.158385592
1988,31.817,0.159619726
1989,31.464,0.157848793
1990,31.705,0.159057844
1991,31.777,0.159419054
1992,31.924,0.160156524
1993,32.143,0.161255205
1994,32.5,0.163046205
1995,32.388,0.162484322
1996,32.25,0.161792003
1997,32.862,0.164862289
1998,32.955,0.165328852
1999,33.223,0.166673356
2000,33.089,0.166001104
2001,33.371,0.167415843
2002,33.464,0.167882406
2003,33.469,0.16790749
2004,33.42,0.167661667
2005,33.567,0.168399137
2006,33.451,0.167817188
2007,34.094,0.171042994
2008,33.522,0.168173381
2009,33.67,0.168915868
2010,33.835,0.169743641
2011,33.754,0.16933728
2012,33.683,0.168981087
2013,33.469,0.16790749
2014,34.25,0.171825616
2015,33.446,0.167792104
2016,33.741,0.169272061
2017,33.388,0.167501129
2018,33.17,0.166407465
2019,33.732,0.16922691
2020,33.58,0.168464356
2021,33.817,0.169653339
2022,33.5,0.168063011
2023,33.384,0.167481062
2024,33.786,0.169497818
2025,34.223,0.171690162
2026,33.897,0.170054683
2027,33.853,0.169833944
2028,33.804,0.16958812
2029,33.603,0.168579742
2030,33.616,0.168644961
2031,34.027,0.170706868
2032,33.348,0.167300457
2033,33.571,0.168419204
2034,33.839,0.169763708
2035,34.031,0.170726935
2036,34.321,0.172181809
2037,33.737,0.169251994
2038,33.835,0.169743641
2039,33.835,0.169743641
2040,33.888,0.170009532
2041,33.67,0.168915868
2042,34.21,0.171624944
2043,34.17,0.171424271
2044,33.661,0.168870717
2045,34.263,0.171890834
2046,33.866,0.169899162
2047,33.487,0.167997793
2048,33.496,0.168042944
2049,33.705,0.169091456
2050,34.188,0.171514574
2051,34.17,0.171424271
2052,34.594,0.173551397
2053,34.482,0.172989515
2054,34.241,0.171780465
2055,34.156,0.171354036
2056,34.103,0.171088145
2057,34.375,0.172452717
2058,34.388,0.172517935
2059,33.982,0.170481112
2060,34.371,0.172432649
2061,34.554,0.173350725
2062,34.304,0.172096523
2063,34.527,0.173215271
2064,34.134,0.171243666
2065,34.348,0.172317263
2066,34.504,0.173099885
2067,34.353,0.172342347
2068,34.634,0.173752069
2069,34.161,0.17137912
2070,34.004,0.170591481
2071,34.531,0.173235338
2072,33.942,0.170280439
2073,34.344,0.172297196
2074,34.344,0.172297196
2075,34.304,0.172096523
2076,34.397,0.172563086
2077,34.201,0.171579792
2078,34.049,0.170817238
2079,34.299,0.172071439
2080,33.79,0.169517885
2081,34.147,0.171308885
2082,34.696,0.174063111
2083,33.906,0.170099834
2084,34.107,0.171108213
2085,33.924,0.170190137
2086,34.013,0.170636633
2087,34.161,0.17137912
2088,34.214,0.171645011
2089,33.991,0.170526263
2090,33.83,0.169718557
2091,33.723,0.169181759
2092,33.777,0.169452666
2093,34.161,0.17137912
2094,33.728,0.169206843
2095,34.031,0.170726935
2096,33.888,0.170009532
2097,33.397,0.16754628
2098,33.371,0.167415843
2099,33.554,0.168333919
2100,33.482,0.167972709
2101,33.076,0.165935885
2102,32.884,0.164972658
2103,32.915,0.165128179
2104,33.451,0.167817188
2105,33.121,0.166161641
2106,32.781,0.164455927
2107,32.906,0.165083028
2108,32.973,0.165419154
2109,32.924,0.165173331
2110,32.696,0.164029499
2111,32.42,0.16264486
2112,32.429,0.162690012
2113,33.049,0.165800431
2114,32.446,0.162775297
2115,32.942,0.165263633
2116,32.647,0.163783675
2117,32.165,0.161365575
2118,32.625,0.163673306
2119,32.29,0.161992675
2120,32.094,0.161009381
2121,32.844,0.164771986
2122,32.772,0.164410776
2123,32.281,0.161947524
2124,32.344,0.162263583
2125,32.558,0.16333718
2126,32.183,0.161455877
2127,32.138,0.161230121
2128,32.424,0.162664928
2129,32.357,0.162328801
2130,32.531,0.163201726
2131,32.25,0.161792003
2132,32.107,0.1610746
2133,32.201,0.16154618
2134,32.25,0.161792003
2135,32.411,0.162599709
2136,32.674,0.163919129
2137,32.237,0.161726785
2138,32.429,0.162690012
2139,32.254,0.16181207
2140,32.357,0.162328801
2141,32.04,0.160738474
2142,32.21,0.161591331
2143,32.504,0.163066272
2144,33.112,0.16611649
2145,32.562,0.163357247
2146,32.924,0.165173331
2147,32.683,0.16396428
2148,32.496,0.163026138
2149,32.661,0.163853911
2150,32.902,0.165062961
2151,32.839,0.164746902
2152,33.696,0.169046305
2153,33.594,0.168534591
2154,33.696,0.169046305
2155,33.844,0.169788792
2156,33.661,0.168870717
2157,33.612,0.168624893
2158,33.911,0.170124918
2159,34.464,0.172899212
2160,34.674,0.173952742
2161,34.656,0.173862439
2162,35.098,0.176079868
2163,35.42,0.177695279
2164,35.424,0.177715346
2165,35.987,0.180539808
2166,36.179,0.181503035
2167,36.848,0.184859279
2168,37.29,0.187076707
2169,37.46,0.187929564
2170,38.103,0.19115537
2171,38.621,0.193754076
2172,39.366,0.197491597
2173,39.987,0.200607034
2174,40.299,0.202172277
2175,41.241,0.206898109
2176,42.25,0.211960066
2177,42.946,0.215451763
2178,43.388,0.217669192
2179,44.179,0.221637486
2180,45.201,0.226764662
2181,46.004,0.230793157
2182,47.371,0.237651131
2183,47.978,0.240696333
2184,48.219,0.241905383
2185,49.125,0.24645061
2186,50.018,0.250930618
2187,50.746,0.254582853
2188,51.388,0.257803642
2189,51.741,0.259574575
2190,51.929,0.260517734
2191,52.607,0.263919129
2192,53.406,0.267927557
2193,52.955,0.265664978
2194,52.629,0.264029499
2195,52.652,0.264144885
2196,51.879,0.260266894
2197,51.54,0.258566197
2198,50.58,0.253750063
2199,50.085,0.251266744
2200,49.344,0.24754929
2201,47.906,0.240335123
2202,46.83,0.234937039
2203,45.692,0.229227914
2204,44.571,0.223604074
2205,43.75,0.219485276
2206,42.174,0.211578789
2207,41.085,0.206115487
2208,39.862,0.199979933
2209,38.746,0.194381177
2210,37.799,0.189630261
2211,36.112,0.181166909
2212,35.616,0.178678573
2213,34.879,0.174981187
2214,33.46,0.167862339
2215,33.004,0.165574675
2216,31.817,0.159619726
2217,31.375,0.157402298
2218,30.438,0.15270155
2219,30.246,0.151738323
2220,29.987,0.150438971
2221,28.371,0.142331812
2222,28.04,0.140671249
2223,28.004,0.140490644
